epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/rubbish,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
6,237,3896.185302734375,3896.185302734375,3896.185302734375,3896.185302734375,3896.185302734375,0.002033487893640995,5.794042587280273,0.01109897531569004,0.011277268640697002,0.011166814714670181,0.011143013834953308,0.011902255937457085,0.5721871852874756,0.602590024471283,0.5734205842018127,0.5732975006103516,0.5936254858970642,0.2563951015472412,0.25807565450668335,0.25818902254104614,0.2575550079345703,0.26777467131614685,,,,,,,,,,,,,,,
7,249,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
7,271,,,,,,,,,,,,,,,,,,,,,,,,,,0.4508039951324463,0.811188817024231,0.8220272064208984,0.4626457095146179,0.5613636374473572,6.148100852966309,0.8171027302742004,0.4508039951324463,0.44568368792533875,0.5545454621315002,0.8787878751754761,0.7532467246055603
7,271,3896.29638671875,3896.29638671875,3896.29638671875,3896.29638671875,3896.29638671875,-1.4128507928035106e-06,5.7489447593688965,0.010888557881116867,0.010968603193759918,0.01083406712859869,0.010861254297196865,0.012019825167953968,0.5695681571960449,0.5974503755569458,0.5722219944000244,0.5697140693664551,0.5989242792129517,0.25289279222488403,0.25397950410842896,0.25334882736206055,0.2533775568008423,0.26800301671028137,,,,,,,,,,,,,,,
8,299,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
8,305,,,,,,,,,,,,,,,,,,,,,,,,,,0.45594853162765503,0.8181027173995972,0.8374585509300232,0.47220897674560547,0.5745129585266113,6.0989179611206055,0.8187812566757202,0.45594853162765503,0.45049402117729187,0.5621753334999084,0.8818011283874512,0.7629870176315308
8,305,3896.107421875,3896.10009765625,3896.107421875,3896.107421875,3896.107421875,-1.2998227703064913e-06,5.782331466674805,0.011184346862137318,0.011538583785295486,0.011377732269465923,0.011020483449101448,0.011952510103583336,0.5636751055717468,0.592474639415741,0.5649929046630859,0.5646471977233887,0.5872547626495361,0.2588198482990265,0.2616629898548126,0.2601560950279236,0.2591226100921631,0.27219775319099426,,,,,,,,,,,,,,,
9,339,,,,,,,,,,,,,,,,,,,,,,,,,,0.4690083861351013,0.8204697966575623,0.8360792994499207,0.47224271297454834,0.5676947832107544,6.117106914520264,0.8284053206443787,0.4690083861351013,0.4835721552371979,0.5618506669998169,0.8489583134651184,0.7938311696052551
9,339,3896.04443359375,3896.03515625,3896.04443359375,3896.04443359375,3896.04443359375,-1.1302806797175435e-06,5.629799842834473,0.010362138040363789,0.010474625043570995,0.010324951261281967,0.010243908502161503,0.011208287440240383,0.5597595572471619,0.5916031002998352,0.5613605380058289,0.5589832663536072,0.5816497802734375,0.24729345738887787,0.25038138031959534,0.24864894151687622,0.2477255016565323,0.2626374363899231,,,,,,,,,,,,,,,
10,349,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
10,373,,,,,,,,,,,,,,,,,,,,,,,,,,0.476022332906723,0.8188976645469666,0.8303330540657043,0.4791707992553711,0.5722402334213257,6.086259841918945,0.8286077976226807,0.476022332906723,0.489748477935791,0.5719155669212341,0.8880455493927002,0.7597402334213257
10,373,3896.06103515625,3896.059326171875,3896.06103515625,3896.06103515625,3896.06103515625,-8.477105097881577e-07,5.75681209564209,0.010996741242706776,0.011079974472522736,0.01104298047721386,0.010942100547254086,0.011700060218572617,0.5607154965400696,0.5942704081535339,0.5647538900375366,0.5614467859268188,0.5842373371124268,0.2579880654811859,0.2606564164161682,0.25902214646339417,0.2580276131629944,0.2705955505371094,,,,,,,,,,,,,,,
11,399,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
11,407,,,,,,,,,,,,,,,,,,,,,,,,,,0.47307083010673523,0.8218724131584167,0.8382901549339294,0.479826420545578,0.5706169009208679,6.135974884033203,0.8297306895256042,0.47307083010673523,0.48754823207855225,0.5743506550788879,0.8392555117607117,0.8051947951316833
11,407,3896.2666015625,3896.25,3896.2666015625,3896.2666015625,3896.2666015625,0.024418527260422707,5.607644081115723,0.010967305861413479,0.011117396876215935,0.010989452712237835,0.01101506408303976,0.012033097445964813,0.5548826456069946,0.5810755491256714,0.5552574992179871,0.5548222661018372,0.5754760503768921,0.24603350460529327,0.24891747534275055,0.24800178408622742,0.24721677601337433,0.2625904381275177,,,,,,,,,,,,,,,
12,441,,,,,,,,,,,,,,,,,,,,,,,,,,0.46365806460380554,0.8239258527755737,0.8386783003807068,0.48052412271499634,0.573051929473877,6.173761367797852,0.8333603739738464,0.46365806460380554,0.4600048065185547,0.5522727370262146,0.8563923239707947,0.7938311696052551
12,441,3896.092529296875,3896.048095703125,3896.092529296875,3896.092529296875,3896.092529296875,-1.6954210195763153e-06,5.491438865661621,0.01012026984244585,0.010260050185024738,0.010146145708858967,0.010080279782414436,0.011113234795629978,0.5413159728050232,0.5654659271240234,0.5427622199058533,0.5419670939445496,0.5622038245201111,0.24404144287109375,0.24684908986091614,0.2456241399049759,0.2447560578584671,0.2582913041114807,,,,,,,,,,,,,,,
13,449,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
13,475,,,,,,,,,,,,,,,,,,,,,,,,,,0.47215619683265686,0.8209607005119324,0.8405478000640869,0.4787757098674774,0.5701298713684082,6.011521816253662,0.837399423122406,0.47215619683265686,0.47551485896110535,0.5625,0.8884688019752502,0.7629870176315308
13,475,3896.255615234375,3896.211181640625,3896.255615234375,3896.255615234375,3896.255615234375,0.015538307838141918,5.526493072509766,0.01043754629790783,0.01057974062860012,0.010485917329788208,0.010451837442815304,0.011245310306549072,0.541926383972168,0.5749483108520508,0.5471964478492737,0.5438265800476074,0.5655100345611572,0.24562081694602966,0.24745960533618927,0.24671447277069092,0.24586009979248047,0.25788700580596924,,,,,,,,,,,,,,,
14,499,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
14,509,,,,,,,,,,,,,,,,,,,,,,,,,,0.4760373532772064,0.8240270614624023,0.8479060530662537,0.48544198274612427,0.5745129585266113,6.022463798522949,0.8387311697006226,0.4760373532772064,0.4960837960243225,0.5608766078948975,0.8604240417480469,0.7905844449996948
14,509,3896.192626953125,3896.183349609375,3896.192626953125,3896.192626953125,3896.192626953125,-1.3563368383984198e-06,5.266984939575195,0.00958255771547556,0.009668895043432713,0.009635884314775467,0.00961991399526596,0.010325334034860134,0.5288450121879578,0.5586036443710327,0.5321917533874512,0.5299855470657349,0.5495624542236328,0.2290966957807541,0.23113736510276794,0.2303227186203003,0.2300439476966858,0.2412164807319641,,,,,,,,,,,,,,,
15,543,,,,,,,,,,,,,,,,,,,,,,,,,,0.46610984206199646,0.825150728225708,0.848465621471405,0.48991644382476807,0.5764610171318054,5.982499599456787,0.8320479989051819,0.46610984206199646,0.461735337972641,0.5620129704475403,0.878899097442627,0.7775974273681641
15,543,3896.038818359375,3896.0185546875,3896.038818359375,3896.038818359375,3896.038818359375,-1.2998227703064913e-06,5.393490314483643,0.009825118817389011,0.009980492293834686,0.009875236079096794,0.009816974401473999,0.010858212597668171,0.5320988893508911,0.5588355660438538,0.5327852964401245,0.5319885611534119,0.5556091666221619,0.2391379177570343,0.24094602465629578,0.24076823890209198,0.23950910568237305,0.25483590364456177,,,,,,,,,,,,,,,
16,549,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
16,577,,,,,,,,,,,,,,,,,,,,,,,,,,0.46843022108078003,0.8337640166282654,0.8448061943054199,0.4905005693435669,0.5785714387893677,6.01824951171875,0.8373970985412598,0.46843022108078003,0.46147620677948,0.5655844211578369,0.8880733847618103,0.7857142686843872
16,577,3896.04248046875,3896.024169921875,3896.04248046875,3896.04248046875,3896.04248046875,-1.186794747809472e-06,5.430018901824951,0.009736258536577225,0.009796565398573875,0.009772934019565582,0.009719346649944782,0.01034313254058361,0.536414384841919,0.563302755355835,0.5392892956733704,0.5377922058105469,0.5550323128700256,0.24315877258777618,0.2430717796087265,0.24304476380348206,0.24291475117206573,0.2534830868244171,,,,,,,,,,,,,,,
17,599,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
17,611,,,,,,,,,,,,,,,,,,,,,,,,,,0.458477646112442,0.8188841342926025,0.8462273478507996,0.4874306917190552,0.5751623511314392,6.051239490509033,0.8251984715461731,0.458477646112442,0.4485741853713989,0.5657467246055603,0.868852436542511,0.774350643157959
17,611,3896.18701171875,3896.1259765625,3896.18701171875,3896.18701171875,3896.18701171875,-1.2998227703064913e-06,5.415160179138184,0.010018333792686462,0.010183067061007023,0.01008412055671215,0.010032106190919876,0.011224545538425446,0.533776581287384,0.5569932460784912,0.5356607437133789,0.533021092414856,0.5597201585769653,0.2398710399866104,0.24161478877067566,0.2402302473783493,0.24021866917610168,0.25720342993736267,,,,,,,,,,,,,,,
18,645,,,,,,,,,,,,,,,,,,,,,,,,,,0.4781537652015686,0.8260869383811951,0.8472960591316223,0.4875795245170593,0.5784090757369995,5.99725866317749,0.8442647457122803,0.4781537652015686,0.48238322138786316,0.5639610290527344,0.8517241477966309,0.801948070526123
18,645,3896.142578125,3896.1259765625,3896.142578125,3896.142578125,3896.142578125,-1.3563368383984198e-06,5.2901153564453125,0.009561682119965553,0.00973450019955635,0.00965159758925438,0.009532148949801922,0.010194582864642143,0.5302115082740784,0.5532057285308838,0.5327442288398743,0.5315349698066711,0.5466718673706055,0.23191355168819427,0.23485049605369568,0.23326170444488525,0.2319251298904419,0.2442363053560257,,,,,,,,,,,,,,,
19,649,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
19,679,,,,,,,,,,,,,,,,,,,,,,,,,,0.460004597902298,0.8246205449104309,0.8504080176353455,0.48934346437454224,0.5808441638946533,6.032768726348877,0.8262414336204529,0.460004597902298,0.45808303356170654,0.5543830990791321,0.8578947186470032,0.7938311696052551
19,679,3896.333251953125,3896.322265625,3896.333251953125,3896.333251953125,3896.333251953125,-1.469364860895439e-06,5.265832424163818,0.009538372978568077,0.009603886865079403,0.00953984446823597,0.009526196867227554,0.010448295623064041,0.5292360782623291,0.552553653717041,0.5304510593414307,0.5284411907196045,0.5483008623123169,0.2301839292049408,0.2316933423280716,0.23090681433677673,0.23036327958106995,0.243635892868042,,,,,,,,,,,,,,,
20,699,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
20,713,,,,,,,,,,,,,,,,,,,,,,,,,,0.4519452750682831,0.8187233805656433,0.8482414484024048,0.48736125230789185,0.5782467722892761,6.163020133972168,0.8230083584785461,0.4519452750682831,0.4521411955356598,0.5547077655792236,0.8604651093482971,0.7808441519737244
20,713,3896.287109375,3896.27587890625,3896.287109375,3896.287109375,3896.287109375,-1.469364860895439e-06,5.271049499511719,0.00981938373297453,0.00994841381907463,0.00988250132650137,0.009829120710492134,0.010481826961040497,0.5225334763526917,0.5544252395629883,0.5250937938690186,0.5236748456954956,0.5446892976760864,0.23255394399166107,0.23390215635299683,0.23322150111198425,0.23286575078964233,0.24287010729312897,,,,,,,,,,,,,,,
21,747,,,,,,,,,,,,,,,,,,,,,,,,,,0.47649818658828735,0.8268733620643616,0.8484525084495544,0.48579859733581543,0.5797078013420105,5.950798988342285,0.8348307013511658,0.47649818658828735,0.4912233352661133,0.5634739995002747,0.8807339668273926,0.7792207598686218
21,747,3896.122314453125,3896.11669921875,3896.122314453125,3896.122314453125,3896.122314453125,-1.073766611625615e-06,5.255058288574219,0.009513351134955883,0.00962385069578886,0.009543651714920998,0.009501724503934383,0.010240036062896252,0.5168713331222534,0.5499352216720581,0.5216884613037109,0.5174655914306641,0.5376234650611877,0.23380780220031738,0.23585009574890137,0.23474785685539246,0.23389364778995514,0.24638080596923828,,,,,,,,,,,,,,,
22,749,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
22,781,,,,,,,,,,,,,,,,,,,,,,,,,,0.46583420038223267,0.8209083080291748,0.8489992022514343,0.4885449707508087,0.5764610171318054,6.026712417602539,0.8251376748085022,0.46583420038223267,0.46706655621528625,0.5605519413948059,0.869328498840332,0.7775974273681641
22,781,3896.04638671875,3896.04443359375,3896.04638671875,3896.04638671875,3896.04638671875,-1.9214771782571916e-06,5.285302639007568,0.00947595201432705,0.00965946540236473,0.009590230882167816,0.009513313882052898,0.010337094776332378,0.5198734402656555,0.5454543828964233,0.5228689312934875,0.5208548307418823,0.541309118270874,0.2356809824705124,0.2382737547159195,0.23772159218788147,0.2365587204694748,0.24779637157917023,,,,,,,,,,,,,,,
23,799,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
23,815,,,,,,,,,,,,,,,,,,,,,,,,,,0.47185343503952026,0.8284229040145874,0.8453402519226074,0.490209698677063,0.5790584683418274,6.035073757171631,0.8314911723136902,0.47185343503952026,0.4907698631286621,0.5600649118423462,0.8884758353233337,0.7759740352630615
23,815,3896.10546875,3896.103759765625,3896.10546875,3896.10546875,3896.10546875,-9.607385891285958e-07,5.1923112869262695,0.00924314372241497,0.009186498820781708,0.009258011355996132,0.009219811297953129,0.009799535386264324,0.5216295719146729,0.5455383658409119,0.5219591856002808,0.5230337977409363,0.5390700101852417,0.2283889502286911,0.22943374514579773,0.22904711961746216,0.22842912375926971,0.23847396671772003,,,,,,,,,,,,,,,
24,849,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
24,849,,,,,,,,,,,,,,,,,,,,,,,,,,0.48318785429000854,0.8337684869766235,0.8480726480484009,0.49024638533592224,0.5784090757369995,5.940963268280029,0.8396316170692444,0.48318785429000854,0.5052318572998047,0.5660714507102966,0.8986867070198059,0.7775974273681641
24,849,3896.24267578125,3896.24267578125,3896.24267578125,3896.24267578125,3896.24267578125,-1.4128507928035106e-06,5.1272735595703125,0.009371323511004448,0.00950689148157835,0.009481256827712059,0.009375120513141155,0.010299252346158028,0.5138242244720459,0.5366819500923157,0.514216423034668,0.5128419399261475,0.5325456857681274,0.2245790958404541,0.2259836047887802,0.22578208148479462,0.22419016063213348,0.23796223104000092,,,,,,,,,,,,,,,
25,883,,,,,,,,,,,,,,,,,,,,,,,,,,0.46882688999176025,0.8329004049301147,0.8509394526481628,0.4904732406139374,0.5779221057891846,6.0929951667785645,0.8410230875015259,0.46882688999176025,0.4747599959373474,0.5625,0.8923933506011963,0.7808441519737244
25,883,3896.172119140625,3896.172119140625,3896.172119140625,3896.172119140625,3896.172119140625,-1.2998227703064913e-06,5.1634087562561035,0.00965434592217207,0.00974191166460514,0.009740120731294155,0.009673033840954304,0.010788246057927608,0.5101730823516846,0.5410555005073547,0.5151330828666687,0.5111941695213318,0.5348568558692932,0.2270417958498001,0.2284581959247589,0.2278241366147995,0.22756004333496094,0.24061918258666992,,,,,,,,,,,,,,,
26,899,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
26,917,,,,,,,,,,,,,,,,,,,,,,,,,,0.4692511260509491,0.8319039344787598,0.8551461100578308,0.4907653331756592,0.5774350762367249,5.974792957305908,0.8345835208892822,0.4692511260509491,0.4815159738063812,0.5558441281318665,0.8818181753158569,0.7873376607894897
26,917,3896.14453125,3896.142578125,3896.14453125,3896.14453125,3896.14453125,-1.8084490420733346e-06,5.160516738891602,0.009158140979707241,0.009207043796777725,0.00918604526668787,0.0091417096555233,0.01002882607281208,0.5169651508331299,0.5444858074188232,0.518607497215271,0.5164163708686829,0.539631724357605,0.22555947303771973,0.22745837271213531,0.22647295892238617,0.22608479857444763,0.23982535302639008,,,,,,,,,,,,,,,
27,949,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
27,951,,,,,,,,,,,,,,,,,,,,,,,,,,0.47307509183883667,0.831615149974823,0.8483703136444092,0.4900733232498169,0.5774350762367249,5.998968124389648,0.8405792713165283,0.47307509183883667,0.4798755347728729,0.5579545497894287,0.8832116723060608,0.7857142686843872
27,951,3896.129638671875,3896.1259765625,3896.129638671875,3896.129638671875,3896.129638671875,-1.4128507928035106e-06,5.087019443511963,0.009152384474873543,0.009225057438015938,0.00918004009872675,0.009100661613047123,0.010031417943537235,0.5040644407272339,0.5380133390426636,0.506053626537323,0.5053364038467407,0.5314867496490479,0.22318816184997559,0.22534574568271637,0.22445032000541687,0.22340111434459686,0.2379227578639984,,,,,,,,,,,,,,,
28,985,,,,,,,,,,,,,,,,,,,,,,,,,,0.47627827525138855,0.8288908004760742,0.8490437269210815,0.49074944853782654,0.5756493210792542,5.870596885681152,0.8284975290298462,0.47627827525138855,0.500646710395813,0.5595779418945312,0.8811700344085693,0.7824675440788269
28,985,3896.1943359375,3896.1943359375,3896.1943359375,3896.1943359375,3896.1943359375,-1.2433087022145628e-06,5.012422561645508,0.009004618041217327,0.009137586690485477,0.009062640368938446,0.009019900113344193,0.009865966625511646,0.5005905032157898,0.5231268405914307,0.5013585090637207,0.5012516379356384,0.5254532694816589,0.22027648985385895,0.2205692082643509,0.22069501876831055,0.22051215171813965,0.23304088413715363,,,,,,,,,,,,,,,
29,999,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
29,1019,,,,,,,,,,,,,,,,,,,,,,,,,,0.4699213206768036,0.8333333134651184,0.8466837406158447,0.49135175347328186,0.5720779299736023,6.014049530029297,0.8452422022819519,0.4699213206768036,0.45398765802383423,0.5581169128417969,0.8561643958091736,0.8116883039474487
29,1019,3896.140625,3896.138916015625,3896.140625,3896.140625,3896.140625,0.0016742282314226031,5.011016845703125,0.00895735900849104,0.009151550941169262,0.009026499465107918,0.008963567204773426,0.009867262095212936,0.5000337958335876,0.5263528227806091,0.5030502080917358,0.49987438321113586,0.5245275497436523,0.21938835084438324,0.22100494801998138,0.22097145020961761,0.22036205232143402,0.2319466769695282,,,,,,,,,,,,,,,
30,1049,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
30,1053,,,,,,,,,,,,,,,,,,,,,,,,,,0.4713139832019806,0.8483290672302246,0.847527265548706,0.48975929617881775,0.5766233801841736,5.96819543838501,0.8504446744918823,0.4713139832019806,0.4833630323410034,0.5555194616317749,0.8983666300773621,0.8035714030265808
30,1053,3896.120361328125,3896.120361328125,3896.120361328125,3896.120361328125,3896.120361328125,-1.073766611625615e-06,5.190545082092285,0.009392599575221539,0.009480900131165981,0.009379617869853973,0.009388718754053116,0.010202154517173767,0.5171615481376648,0.5473223924636841,0.5182496905326843,0.5166754126548767,0.5373789072036743,0.2277643233537674,0.2304358035326004,0.2294820100069046,0.22825439274311066,0.2413320243358612,,,,,,,,,,,,,,,
31,1087,,,,,,,,,,,,,,,,,,,,,,,,,,0.4787379205226898,0.8210890293121338,0.8472618460655212,0.4904770255088806,0.5740259885787964,5.941919326782227,0.8378873467445374,0.4787379205226898,0.4897325038909912,0.5676947832107544,0.878003716468811,0.7711039185523987
31,1087,3896.083251953125,3896.08154296875,3896.083251953125,3896.083251953125,3896.083251953125,-1.0172526572205243e-06,4.953283309936523,0.008619186468422413,0.008740376681089401,0.008699429221451283,0.008671062998473644,0.00931229256093502,0.49664899706840515,0.5272427797317505,0.5009831190109253,0.49835509061813354,0.5181745290756226,0.21593652665615082,0.21803097426891327,0.2175516039133072,0.21669167280197144,0.22762201726436615,,,,,,,,,,,,,,,
